ticket,PosixTime,author,newvalue
23,1263258475,sthibaul,"Mailing list discussion seems to converge toward tools (at API or
shell level) to combine machine topologies into cluster/grid/cloud :)
topologies. The actual detection/etc. which probably vary a lot can
thus remain out of hwloc itself.

I'll file a new ticket for the implied requirements for v1.0.
"
23,1313562651,bgoglin,add notes from the current discussion
23,1313824054,bgoglin,"Several people interested, let's work on this for v1.4"
23,1313824153,bgoglin,oops
23,1318661064,bgoglin,"(In [3943]) Merge the custom branch into trunk

This adds 3 functions:
* hwloc_topology_set_custom()
* hwloc_custom_insert_topology()
* hwloc_custom_insert_group_object_by_parent()
and 2 command-line tools:
* hwloc-assembler and hwloc-assembler-remote.

This commit fixes #23.

"
24,1262175955,bgoglin,"(In [1543]) (try to) properly use the new whole-process binding facility on Linux:
* hwloc_linux_set/get_proc_cpubind() now use hwloc_linux_set/get_pid_cpubind()
  when the THREAD flag isn't set, instead of only when PROC is set
* hwloc_linux_set/get_cpubind() now uses hwloc_linux_set/get_proc_cpubind()
* Add hwloc_linux_set/get_thisproc_cpubind() using hwloc_linux_set/get_pid_cpubind()

All binding modes are now supported on Linux.

This commit fixes #24."
25,1260007491,bgoglin,"The current lstopo output is generated from hwloc_obj_snprintf which wasn't really designed to be flexible.

  hwloc_obj_snprintf(char *string, size_t size, struct hwloc_topology *topology, struct hwloc_obj *l, const char *_indexprefix, int verbose)

It cannot print logical indexes. We could tweak the ABI to replace the verbose parameter with a bitmask of flags but that's ugly.

I'd vote for deprecating hwloc_obj_snprintf and just add a bunch of more basic printing functions:
  * print the type name (already available as hwloc_obj_type_string)
  * print an extended type name, for instance L2Cache instead of Cache, with a possible verbose flag switching from L2 to L2Cache
  * print the list of object attributes with a given separator

And we'd let the application print the actual OS/physical or logical index depending on its needs."
25,1262082709,bgoglin,"(In [1528]) Add -l/--logical and -p/--physical to lstopo.

Switch to logical index by default in the lstopo output.

This commit fixes #25."
26,1262109193,bgoglin,"(In [1539]) Add --logical and --physical to hwloc-bind and hwloc-mask.
Their manpages probably need some updates about all this.

This commit fixes #26."
27,1262001481,bgoglin,"(In [1525]) Fix hwloc-mask.h to properly check whether a string is a valid cpuset.
I wonder if this should move to the lib core.

This commit fixes #27.

It also fixes recognition of cpuset strings with a 0x prefix
in a non-first substring."
28,1260448771,sthibaul,"or maybe more powerful: return the list of cpusets, and it's easy to wc -l that"
28,1262095366,bgoglin,"(In [1537]) Add some examples to the lstopo manpage

This commit fixes #28."
29,1263381995,bgoglin,"(In [1626]) Don't enforce a SYSTEM object at the root of the tree.
Use MACHINE by default, and change it into SYSTEM if kerrighed is detected
or if a synthetic topology with machine levels is used.

Update all linux test outputs according.

Update lstopo to not show the index of the top level instead
of a system level.

Make check passes.

Refs #29."
29,1263382080,bgoglin,"(In [1628]) Replace get_system_obj with get_root_obj and keep a deprecated wrapper.

Refs #29."
29,1263403962,sthibaul,"(In [1639]) move {,complete_,online_,allowed_}cpuset to objects, propagate the values after detection. Fix the case of loading an xml file containing several machines Refs #29"
31,1274564187,bgoglin,"(In [2132]) Add an array of string infos in objects.

Print them in hwloc_obj_attr_snprintf.

Export them as a new element in XML files.

Refs #31."
31,1274564238,bgoglin,"(In [2133]) Store DMI infos in object infos.

Refs #31."
31,1274564447,bgoglin,Distinguish between object-specific and topology-wide infos.
31,1277201802,sthibaul,"Maybe it would be easier to store it as an array of structures containing the name and the property separately, instead of having to parse the '=' sign all the time.

Also, I guess it'd be good to provide a helper to look for some information, so the application programmer can just e.g. vendor = hwloc_object_get_info(object, ""DMIBoardVendor"")."
31,1277551098,bgoglin,"Done. And indeed, it's better now."
31,1284645469,bgoglin,Fixed in trunk [2320] when merging the objinfos branch (and applied to the libpci branch as well in [2323]).
31,1301420183,bgoglin,Milestone v1.1 deleted
32,1274817944,memoryhole,"Distances between nodes can be represented in several ways. Libnuma uses a normalized approach, where a given CPU's self-distance is 10 and the distance to other CPUs is defined as minimum access latency as a multiple of the self-distance. This makes a lot of sense because it doesn't depend so much on the measuring methodology, and other methods can be easily converted. On the other hand, it's unit-less, which makes it harder to verify. Liblgrp on the other hand uses machine-specific unspecified units, which seems not as useful, and the Tilera tmc interface just gives mesh coordinates, which is even less useful (especially if they stop using a pure mesh). I think it makes sense to use the libnuma approach.

I think the basic requirement for most people would be that they can tell the difference between CPUs that are close and those that are on the other side of the room. Absolute distances are less important, as long as the relative ordering is correct.

Something else to think about is whether the ""distance"" should measure latency or bandwidth. I think most folks tend to think of it in terms of latency, but it should probably be made explicit. It's possible that hwloc should attempt to discover and/or report both latency and bandwidth, though that seems hard.

What would an incomplete distance matrix mean? Is it sufficient to ignore that possibility until it proves to be a necessity?"
32,1274819851,sthibaul,"I agree with rather exposing a normalized value.

Reporting the bandwidth is often not really useful, since that will not express how you will have interference on the NUMA links, e.g. on the sides of a square, which is what matters as soon as you load the machine a bit. That is why I was rather thinking about reporting the graph of the nodes, which does provide interference information.
"
32,1284651222,bgoglin,"Now that sparse numa number support for Linux has landed in trunk, this distance support should be way less memory consuming. I wonder which form the distance reporting functions should have now.

Internally, we don't want to index distance matrices by OS/physical indexes internally because of memory consumption in case of sparse numbers. And indexing by logical indexes would be horrible since logical indexes might change during discovery (when adding groups), so this one should only be computed at the every end of the discovery.

The Linux backend in trunk now stores distance matrices that are indexed by the NUMA node number among the existing one (ordered by OS indexes, but not sparse thus). That's actually practical, I hope other OS will be able to use the same. But I don't think reporting such a matrix to users would be good. We already have OS/physical and logical indexes, let's not expose another type of indexes.

So I think I would do:
* keep non-sparse-OS-index matrices during discovery and compute the logical-index matrices at the end.
* hwloc_get_distances reports such a logical-index matrix (instead of physical-index currently)
* maybe hwloc_get_distance report both distances (both directions) for a given couple of nodes (given by logical indexes)

"
32,1284651926,sthibaul,"> So I think I would do:
> * keep non-sparse-OS-index matrices during discovery and compute the logical-index matrices at the end.
> * hwloc_get_distances reports such a logical-index matrix (instead of physical-index currently)

That was also my conclusion. The non-sparse-OS-index matrices don't need to be in any particular order, the OS backend can probably choose whatever order it prefers, and the core will renumber all this properly afterwards.

> maybe hwloc_get_distance report both distances (both directions) for a given couple of nodes (given by logical indexes)

Agreed.
"
32,1291365470,bgoglin,Move this to v1.2
32,1294244138,bgoglin,big update to what we have in the distances branch right now
32,1296251427,bgoglin,distances branch merged in trunk in r3136
32,1313824112,bgoglin,Milestone v1.2 deleted
33,1267608121,sthibaul,"It is not easy to print %CPU, top uses sampling. We could sample over a
couple of ms, however.
"
33,1267608184,sthibaul,"Another more ""hwlocish"" option would be to add process objects in the
topology tree, and use lstopo's code to show them in the hierarchy.
"
33,1267640842,jsquyres,Have a look at http://htop.sf.net/ -- it currently uses PLPA.  Perhaps we could convince the author to convert it over to hwloc...?
33,1268232488,bgoglin,"Converting htop to hwloc should be feasible since it only uses plpa_sched_get/setaffinity :) Once hwloc 1.0 is out, I'll contact the author. It doesn't seem to offer any actual topology knowledge so far. It would be nice to add some hierarchical topology support to its interactive affinity interface (flat so far).

I'd still vote for implementing a hwloc-ps (i.e. nothing interactive, just a list of processes and bindings) and work on htop for nice UI things.
"
33,1268247329,sthibaul,"In r1822, I have added a way for applications to add misc objects, which we need for other reasons (that is what convinced me to do it). We could now add an option to lstopo."
33,1270418280,sthibaul,"In r1910, I have added a --top option to lstopo, that adds misc objects representing processes that have some binding."
33,1270483965,bgoglin,"Should we rename --top into --ps ? Not sure which one is better.

Anyway, this is very nice when your process are very well distributed across the machine. If not, it becomes quite unreadable :)

{{{
  NUMANode #0 (phys=0 local=8387956KB total=8387956KB)
    Socket #0 (phys=0)
      L3Cache #0 (2048KB)
        10293 sleep
          10247 sleep
            L2Cache #0 (512KB)
              L1Cache #0 (64KB)
                Core #0 (phys=0)
                  PU #0 (phys=0)
            10242 sleep
              L2Cache #1 (512KB)
                L1Cache #1 (64KB)
                  Core #1 (phys=1)
                    PU #1 (phys=1)
                      10243 sleep
              L2Cache #3 (512KB)
                L1Cache #3 (64KB)
                  Core #3 (phys=3)
                    PU #3 (phys=3)
            L2Cache #2 (512KB)
              L1Cache #2 (64KB)
                Core #2 (phys=2)
                  PU #2 (phys=2)
                    10296 sleep
                      10295 sleep
                        10246 sleep
                          10245 sleep
                            10244 sleep
}}}

And worse: if one process is bound to X,Y while another is bound to X,Z, you get a warning ""object intersection without inclusion!"" and one of the processes is not shown :)

So having a proper hwloc-ps script that just list (and filters) processes and their binding might still be useful for some people, we'll see.
"
33,1270484380,sthibaul,"I don't really have an opinion on the option name. Maybe --ps is a bit better since lstopo doesn't sort processes by CPU usage or such, but only topology position."
33,1270558363,jsquyres,I agree -- having a secondary executable for listing processes and bindings would be better than trying to mush it into lstopo.  Just my $0.02...
33,1274304244,bgoglin,"(In [2112]) Add a basic hwloc-ps tool which list all processes (only the bound ones by default)
with their pid, cpuset and cmdline.

Still needs a lot of options, some pretty-printing, a manpage, ...

Refs #33

"
33,1274537451,bgoglin,"(In [2129]) Document hwloc-ps

* List it in the doxy file
* Add a manpage
* Cross-reference it with lstopo --ps

This commit closes #33"
33,1301420183,bgoglin,Milestone v1.1 deleted
34,1271801961,sthibaul,"Interesting figures.
I believe we'll get much better performance when the cpusets become sparse"
34,1271805166,sthibaul,"Looking more into it, in the proc:1024 case, most time is spent to check whether procs really have different cpusets, i.e. 1024*1024 comparisons, not much simple thing to do about it. I don't think we really need to worry about it anyway, machines are not expected to be just SMP 1024 :)

In the mach:4 node:4 die:4 core:4 proc:4 case, most time is spent in hwloc_cpuset_snprintf, just because print_objects calls it for nothing :) I've commited a fix. On my system, this makes it down to ~70000 µs in the trunk, and ~35000 µs in dyncpusets"
34,1271835082,bgoglin,Updated the numbers to latest trunk and branches
34,1271835737,bgoglin,Add numbers up to 16384 PUs
34,1271917545,bgoglin,"

One thing that bothers me:

I optimized some functions (for instance cpuset_or) by separating the cases where the array index is valid in both cpusets, in only one of them, and in none of them. It makes the code harder to read, and we'll have to rework all this low-level code when switching to sparse cpusets.

I have a patch that reverts to a much more readable code (single case using a generic accessor that always rechecks whether the array index is valid) but it's 10-30% slower. I am keeping that on a local branch for now.

{{{
                                                 size    trunk     dyncpusets  more-readable dyncpusets
synthetic mach:4 node:4 die:4 core:4 proc:4      1024    44215     49406       55787
synthetic proc:1024                              1024    1237049   1442945     1895846
synthetic m:4 n:4 d:4 cache:4 core:4 4           4096    X         700547      816362
synthetic m:4 n:4 d:4 cache:4 cache:4 core:4 4   16384   X         11597185    13851455
}}}
"
34,1271950718,jsquyres,"What is the unit of the dyncpusets/more-readable dyncpusets columns in that table -- microseconds?  Instructions?  ...?

(just trying to understand how much this really matters)"
34,1271950923,bgoglin,"Yes, all these numbers are in microseconds."
34,1271952219,jsquyres,"Ok, so it's 11.59 seconds vs. 13.85 seconds for the last case.  Does that difference really matter?  All of those are in the ""an eternity"" time range...  For the 1,024 proc case, it's 1.4 vs. 1.8 seconds -- I'm not sure that matters much to a real app, either.

Just my US$0.02...

FWIW: if the sizes are known ahead of time, can the whole operation be streamlined in terms of memory allocations/insertions/etc.?  E.g., do quick scan to figure out what the sizes are, then allocate the data structures once, and then do a deeper re-scan to fill in the data?  (I haven't looked at the load_topology() guts at all, so I could be speaking nonsense)"
34,1271973043,sthibaul,"It makes sense, but I think you'd get worse results, since by
allocating as needed, the first processors get small arrays, and thus
comparisons etc. are fast for them.  When sparse cpusets are
implemented, that will be the case for all the processors.
"
34,1274423435,bgoglin,"(In [2115]) Merge dyncpusets branch into trunk.

Cpusets are now dynamically allocated. They contain a single ulong first,
and the size is doubled whenever needed.

This commit fixes #34.

"
34,1301420183,bgoglin,Milestone v1.1 deleted
35,1274298975,jsquyres,Forgot to add Josh (the initial reporter) to the CC...
35,1274306120,sthibaul,"./configure CFLAGS=-m32

is not enough to properly set a 32bit build:

€ ./configure CFLAGS=-m32

###
### Configuring hwloc distribution tarball
### Startup tests
###
checking build system type... x86_64-unknown-linux-gnu
checking host system type... x86_64-unknown-linux-gnu
checking target system type... x86_64-unknown-linux-gnu

cross-compilation is not properly detected by autoconf, it believes
it's building a 64bit version, thus leading to all possible kinds of
issues, of which here HWLOC_X86_32_ARCH not being defined and thus the
32bit workaround not being enabled.

You thus also need to pass --host=i686-linux-gnu for instance:

€ ./configure CFLAGS=-m32 --host=i686-linux-gnu        
checking build system type... x86_64-unknown-linux-gnu
checking host system type... i686-pc-linux-gnu
checking target system type... i686-pc-linux-gnu

and then it builds fine.
"
35,1274306513,jsquyres,"That seems icky.  

Open MPI builds in 32 bit mode just fine with CFLAGS=-m32.

Why is this a cross-compile in 32 bit mode?  It can build and run 32 bit applications...?"
35,1274308625,sthibaul,"OpenMPI probably just doesn't use the processor part of the host/target
triplet for its configuration.

It can be argued that it's not _strictly_ a cross-compilation in that
you can still run the resulting binaries, but from the toolchain point
of view it is: compiler/assembler/linker flags, etc. different from the
build system. If the host/target triplet is not made to match, it can
only bring issues such as this one, I have already seen this in other
projects.
"
35,1274323323,jsquyres,"It still seems weird -- the sticking point for me is that it is ''not'' a cross-compile.

But isn't the target system type still correct?  The system ''is'' x86_64-unknown-linux-gnu, it just happens to be running a 32 bit binary executable; not a 64 bit one.  That's perfectly valid on an x86_64-* system.

I guess I've never understood why it was a good idea to check $target rather than specific characteristics of the system (e.g., sizeof(void*))...?"
35,1274336262,sthibaul,"> it is ''not'' a cross-compile.

Well, we seem to disagree on what a cross-compile is, so...

No, the target system is not x86_64-unknown-linux-gnu. For instance,
the dynamic linker path does not contain /usr/lib/x86_64-linux-gnu
anymore, but /usr/lib/i686-linux-gnu for instance.

Running a 32bit binary on a 64bit Linux is indeed valid because Linux
provides system call emulation, but it's not x86_64-unknown-linux-gnu
any more, it becomes i686-unknown-linux-gnu.

Actually, Linux provides a completely correct way to properly switch
to a 32bit environment: the linux32 command, which starts a 32bit
shell with uname -m reporting i686 instead of x86_64. Then ./configure
CFLAGS=-m32 gives:

checking build system type... i686-pc-linux-gnu
checking host system type... i686-pc-linux-gnu
checking target system type... i686-pc-linux-gnu
"
35,1274365318,jsquyres,"The ick-ness continues...

 * ./configure --target=i686-pc-linux-gnu results in binaries named ""i686-pc-linux-gnu-lstopo"", etc.  Ouch!
 * It also doesn't make the executables as 32 bit -- you ''also'' have to add CFLAGS=-m32.
 * And actually, neither of these work because we rely on pkgconfig for stuff like cairo, which may report 64 bit libraries -- and hwloc's configure doesn't currently check that they really work.
    * At least this point seems easily fixable -- more below.
 * I tried configuring/building with linux32, but it seems like you still have to also add CFLAGS=-m32, otherwise you get 64 bit executables.

So it seems like you have to specify '''2''' things to get a 32 bit build: target and compiler/linker flags.

How about a compromise?

 * I'm guessing that only embedding scenarios will care about 32 bit builds -- standalone hwloc will likely always be whatever the ""normal"" compiler output is (who cares about 32 bit standalone hwloc on 64 bit systems?).
 * Fix anything that uses pkg-config to also check that we can successfully compile/link against what pkg-config tells us (cairo, xml, kerrighard).
   * Yes, the user could also specify '''HWLOC_<FOO>_CFLAGS''' environment vairables, where <FOO> is KERRIGHED, CAIRO, and XML -- but that's getting a bit crazy.
 * Have configure check to see if it can run executables that the compiler produces.  
   * If it can, run an additional test to determine the sizeof(void*) and use it to override the result of where we check $target for x86_64 vs. x86_32 (that should be the only place necessary, I think...?).
   * If it can't, just trust $target."
35,1274437028,sthibaul,"> ./configure --target=i686-pc-linux-gnu results in binaries named ""i686-pc-linux-gnu-lstopo"", etc.  Ouch!

Yes, you need to set --host=i686-pc-linux-gnu instead of target (which will then be set according to host): the environment in which the program will be run is 32bit.

target is only really useful for building a compiler: for instance, if on an itanium machine I want to build a compiler that will run on an x86_64 to produce arm binaries, build will be ia64-linux-gnu, host will be x86_64-linux-gnu, and target will be arm-linux-gnu. For usual applications, host should be the same as target.

> It also doesn't make the executables as 32 bit -- you ''also'' have to add CFLAGS=-m32.

Yes.

> And actually, neither of these work because we rely on pkgconfig for stuff like cairo, which may report 64 bit libraries

Yes. That's because Linux distributions are not very clean and don't really distinguish
between 32bit and 64bit libraries.

>  I tried configuring/building with linux32, but it seems like you still have to also add CFLAGS=-m32, otherwise you get 64 bit executables.

Yes, gcc does not guess that it has been called from a 32bit environment.

The only really proper way to build 32bit packages with current Linux
distributions is inside a chroot through the linux32 command.

> Fix anything that uses pkg-config to also check that we can successfully compile/link against what pkg-config tells

I hate to do this (this is really about not trusting something you're supposed to trust...), but why not. HWLOC_*_CFLAGS variables are way crazier indeed :)

> Have configure check to see if it can run executables that the compiler produces.

Actually configure does that already, and calls this $cross_compiling (i.e. they use the same wording as you do).

> If it can, run an additional test to determine the sizeof(void*)

Again, I hate to do this when $target is supposed to provide it but it that can help...
"
35,1274793831,jsquyres,"I am looking into this.  I'm in a conference for the next 2 days, so I may not get to this until late this week."
35,1274815731,bgoglin,"Random comment: Last time I talked about this kind of things with somebody possibly knowing what he was doing, he told me I should do CFLAGS=-m32 and LDFLAGS=-m32 to get a proper 32bits build (and maybe something like ASFLAGS is needed for asm too)."
35,1274820105,memoryhole,"This works for me on a 32-bit Linux virtual machine. The real problem here is the CPU detection in config/hwloc.m4, which is based on $target rather than what the compiler is actually generating. It's probably safer to rely on sizeof(void*) (which has its own problems, of course).

As far as I know, though, the ebx workaround in the hwloc_cpuid() function is only necessary in PIC compiles, so it can probably be simplified to something like the following:

{{{
# ifdef __PIC__
    unsigned int eax, ebx, ecx, edx;
    unsigned int pic_ebx = 0;
    __asm__ __volatile__(""mov %%ebx, %4\n\t""
			 ""cpuid\n\t""
			 ""mov %%ebx, %1\n\t""
			 ""mov %4, %%ebx""
			 :""=a""(eax), ""=m""(ebx), ""=c""(ecx),
			 ""=d""(edx), ""=m""(pic_ebx)
			 :""a""(op), ""m""(pic_ebx));
    *eax_ptr = eax;
    *ebx_ptr = ebx;
    *ecx_ptr = ecx;
    *edx_ptr = edx;
# else
    __asm__ __volatile__(""cpuid"":""=a""(*eax_ptr), ""=b""(*ebx_ptr), ""=c""(*ecx_ptr), ""=d""(*edx_ptr)
			 :""a""    (op));
# endif
}}}

Speaking of which... you're practically BEGGING for trouble here by not being explicit about the value of %eax when you call cpuid. You really ought to be much more explicit."
35,1274820993,sthibaul,"Err, this is just the same as the current code, the difference being that you also activate it on 64bit machines (and thus do not need to distinguish between 32 and 64bit builds of course...), while it's not needed there.

> The real problem here is the CPU detection in config/hwloc.m4, which is based on $target rather than what the compiler is actually generating.

Which I do believe is the correct way.  That being said, as I said previously on the devel list we can indeed replace that with sizeof(void*) or whatever test on the actual compilation chain.

> Speaking of which... you're practically BEGGING for trouble here by not being explicit about the value of %eax when you call cpuid. You really ought to be much more explicit.

I do not understand what you are referring to: eax is always set by callers of hwloc_cpuid().
"
35,1274821170,sthibaul,"BTW, detecting 32bit build is needed to enable hwloc_have_cpuid anyway, else we'll get SIGILL.
"
35,1274823977,memoryhole,"My mistake, I wasn't familiar with the +a notation rather than listing the input and output separately as =a and 0. (That fixes some ugliness in my code - thanks!)

I was under the impression that PIC codes reserved ebx even on 64bit machines; but I learned something new today (PIC code uses %rip on x86_64).

I'd be surprised if --target was the way we're ""supposed"" to specify 32-bit builds, though... clearly autotools doesn't modify $target if it turns out we specified a non-default bitwidth. This becomes more interesting on things like MacOS X where the Apple compilers default to 32bit output even on x86_64 machines, while MacPorts gcc will default to 64bit output on those machines. A sizeof() check may be the only reliable means."
35,1274990681,jsquyres,"I just noticed that the AC 2.64 docs say the following in the description of AC_CHECK_SIZEOF:

    This macro now works even when cross-compiling.

w00t.  This makes the change fairly easy."
35,1274994367,jsquyres,"(In [2149]) Refs #35.

 * Check sizeof(void*) and use that to determine whether to use x86_32
   or x86_64.  Note that AC_CHECK_SIZEOF works even when cross
   compiling, so checking the sizeof(void*) is always safe.
 * Adjust the pkg-config macros to take another argument: symbol
   name.  If pkg-config succeeds, check that we can actually link
   against the target library and find the specified symbol.

Both of these changes are intended to fix the cases such as compiling
on a 64 bit native platform, but using compiler flags to specify
building 32 bit executables (e.g., ""./configure CFLAGS=-m32
LDFLAGS=-m32"").
"
35,1274994416,jsquyres,Anyone have any comments / suggestions about r2149 before I close this ticket and move it over to the v1.0 branch?
35,1275041024,jsquyres,"(In [2158]) Fixes #35: bring over r2149 from the trunk.
"
35,1301420176,bgoglin,Milestone v1.0.1 deleted
36,1396298453,bgoglin,"likwid has no API for querying topology information, and its cpuid-based detection is still very buggy (wrong on dual-socket Xeon E5 v2, crashes on quad-socket Westmere EX, etc).
likwid should be ported on top of hwloc instead of this ticket."
37,1292702524,bgoglin,"(In [2952]) Gather /proc/mounts, /proc/self/cpuset and the entire cpuset/cgroup mount point

Refs #37"
37,1292702571,bgoglin,"(In [2954]) Revert commit r2927:
  ""Ignore failures in test-gather-topology.sh.in""

We now gather cpuset/cgroup properly, so test-gather-topology.sh
should work fine when cpuset/cgroup are enabled/mounted.

This commit fixes #37"
37,1313824112,bgoglin,Milestone v1.2 deleted
38,1293994352,sthibaul,"Could you post your config.log? On our sun sparc machine, HAVE_CPUID gets defined to 0.
"
38,1294087419,sthibaul,Could you try the attached patch? (you need to re-./autogen.sh before ./configure)
38,1294167787,taa,"That appears to handle the problem on SPARC. I also checked it on my x86-based Linux system, and that still has HWLOC_HAVE_CPUID set, so I think everything's working.
"
38,1294177199,sthibaul,"(In [3018]) bring r3017 from trunk: not only try to compile cpuid, also link it, to discover the missing functions. This fixes #38"
38,1301420183,bgoglin,Milestone v1.1 deleted
39,1296804076,bgoglin,"I was actually playing with this yesterday. The implementation on Linux is easy with libproc:
{{{
#include <stdio.h>
#include <readproc.h>
proc_t **proctab, **proc;
pid_t mypid = getpid();
proctab = readproctab(PROC_FILLSTAT);
if (!proctab)
  return -1;
for(proc = proctab; *proc != NULL; proc++) {
  if ((*proc)->tid == mypid) {
    printf(""I (pid %d) was on process %d\n"", mypid, (*proc)->processor);
      break;
  }
}
}}}

I am not even sure we should depend on libproc since reading /proc/<pid>/stat isn't very hard. And the doc seems to say that reading info only for a single pid is deprecated in libproc, but reading all pids' info (like above) is a bit overkill.

Anyway, is this feature available on other OSes?
"
39,1296806005,bgoglin,"There's get_proc_stats(mypid, &myproc) in readproc.h, that's what we need."
39,1297597936,bgoglin,"(In [3172]) Add hwloc_get_lastcpuexec() and hwloc_get_proc_lastcpuexec() to
retrieve the processors where a process or thread recently ran.

Only implemented on Linux so far.
We should probably add to ""support"" flag about this too.

This commit fixes #39

"
39,1313824112,bgoglin,Milestone v1.2 deleted
40,1298284114,bgoglin,"(In [3198]) Add -H/--hierarchical foo.bar... to hwloc-calc to report
the output as a list of foo:X.bar:Y

This commit fixes #40"
40,1313824112,bgoglin,Milestone v1.2 deleted
41,1302038058,bgoglin,move to 1.3
41,1313824213,bgoglin,Won't make it to v1.3
41,1321880545,bgoglin,"update
"
41,1331672735,bgoglin,"#50 (instruction caches) should be fixed in trunk soon. I added a cachetypeattr parameter to hwloc_obj_type_sscanf() in hwloc-calc.h there, but that doesn't look very nice to me.

Given that only groups and caches can have multiple depths for now, I am thinking of not adding a generic type->depth conversion routines. A cache-specific helper may be enough when people don't want get_type_depth() to return MULTIPLE. They would have to do something like:

{{{
depth = hwloc_get_type_depth(topology, type);
if (depth == MULTIPLE) {
  if (type == CACHE)
    depth = hwloc_get_cache_type_depth(topology, cachedepth, cachetype /* -1 if ignored */);
  else if (type == GROUP)
    depth = hwloc_get_group_type_depth(topology, groupdepth);
}
}}}

The reverse is trivial: get_obj_by_depth(topology, depth, 0) and take ->attr->cache.{type,depth}. No need for a helper here, just document this in the comments above hwloc_get_cache_type_depth()"
41,1331761093,bgoglin,"(In [4400]) Add hwloc_get_cache_type_depth() to hwloc/helper.h
It helps working around hwloc_get_type_depth() returning MULTIPLE.

Refs #41"
41,1331904084,bgoglin,"icache branch merged in trunk in commit r4405, we now have hwloc_get_cache_type_depth() in hwloc/helper.h, I don't think we can anything else generic and nice, closing this bug report."
42,1303757646,jsquyres,"The problem is apparently the --std=gnu99 flag that hwloc 1.1 is using.  That flag is no longer used in hwloc 1.2.

So I believe we can call this ""case closed"" from the hwloc side; OMPI needs to upgrade to hwloc 1.2 and that will solve the problem."
43,1309756325,bgoglin,Add 5) and 6) based on Jirka Hladky email
43,1309881386,bgoglin,"Commits r3541 and r3542 fixed one item

1) Ability to replace an existing matrix with a user-given one (override the default useless OS/BIOS one). Right now, we just ignore a user-given matrix if the OS/BIOS gave one for the same type/depth.
"
43,1312873659,bgoglin,"Commit r3598 fixed another item by adding a HWLOC_GROUPING_ACCURACY environment variable.

3) Relaxed distance grouping code (probably with a custom compare function instead of hardcoding latency comparison, could be used to compare both throughput and latency in a generic manner too)
"
43,1313824284,bgoglin,"Some items are already in trunk for v1.3, retarget everything else for v1.4"
43,1314604164,bgoglin,clarify some things about distances
43,1314608670,bgoglin,"(In [3710]) Support -l/-p when printing distance matrices in lstopo -v

Refs #43"
43,1314610623,bgoglin,"item (6) done
6) Support -p/-l when printing distance matrices in lstopo
"
43,1314615333,bgoglin,"(In [3716]) Add hwloc_distances tools to print distances

More complete than lstopo which only prints full matrices covering the entire topology.
Shares a common matrix printing function with lstopo.

Takes -l/-p/-i as usual.
Still misses manpage and tests.

Requested by Jirka Hladky

Refs #43"
43,1314620800,bgoglin,"item (5) done
5) Make tests/hwloc_distances an official utils/hwloc-report-distances with -p/-l support"
43,1314956912,bgoglin,"(In [3740]) Properly integrate XML distances into the core

* Do not store imported distances straight into their objects,
  put them on a special list instead
* At the end of the XML import, transform those distances into
  usual internal distances structures that can be used for grouping
  + This requires to connect levels temporarily to make conversion
    much easier. The final connect is redone later because the levels
    may have changed because of grouping
  + This removes the need for an external XML distance check later.
* Distances are brought back into objects later during the load
  as usual.

Now we can have distances in a topology without grouping now:
  HWLOC_GROUPING=0 lstopo foo.xml
and group later when needed reloading from XML:
  utils/lstopo -i foo.xml foo-group.xml

Refs #43"
43,1314959443,bgoglin,"Item (4) done.

4) Better integrate XML-imported distances with the rest of the code. Right now, XML can import many distances but they are ignored for grouping, and they cannot be replaced/removed."
43,1332410203,bgoglin,"Cleaning up this ticket, there'll be another bigger one about other distance-API related issues."
43,1336506882,bgoglin,Move this to future since ticket #68 might be enough for people who really want throughput information.
44,1308076129,jsquyres,Forgot to add George into the CC.
44,1309945403,bgoglin,"I am not sure I agree here. configure --help only says:
  --disable-xml           Disable the XML back-end of hwloc's lstopo command
It doesn't say anything about --enable-xml existing. Are users really supposed to try such non-documented options?

I am a bit too lazy to fix this (and probably --enable-pci and --enable-cairo too) without a good reason :)
"
44,1309960373,jsquyres,"IMHO, it's widely known that if --enable-<foo> exists, --disable-<foo> also exists (and vice versa) in Autoconf-generated configure scripts."
44,1309961314,jsquyres,"(In [3547]) Bring over r3548 from trunk: fixes #44.
"
44,1309961363,jsquyres,"Er.. that was ""bring over r3546"" from the trunk (not 3548 -- oops!)."
44,1313824112,bgoglin,Milestone v1.2 deleted
45,1309270466,sthibaul,"From the tarball it seems that only PU P#2 is allowed, what processor(s) are in the test cpuset?

Currently, hwloc-ps does not have the --whole-system option, and defaults to not showing the whole system, only what is available. In your case that'd mean not showing the processes which are not within the current cpuset. With a --whole-system option, such processes would be shown. Is that OK in your case?"
45,1309270685,sthibaul,"Could you check whether the behaviour with the attached patch matches your expectation? (without --whole-system option, adding support for --whole-system is another matter)"
45,1309285446,cs,"The CPU set information is in the attached hwloc-gather-topology tar file, but here's how
it was created:
{{{
cs@altix-02$ sudo cpuset -c /test
cpu_exclusive
mem_exclusive
cpus 2
mems 1
cpuset </test> created.
}}}
"
